OBJECT_NAME,OBJECT_ID,NORAD_CAT_ID,OBJECT_TYPE,OPS_STATUS_CODE,OWNER,LAUNCH_DATE,LAUNCH_SITE,DECAY_DATE,PERIOD,INCLINATION,APOGEE,PERIGEE,RCS,DATA_STATUS_CODE,ORBIT_CENTER,ORBIT_TYPE
HAWK-2A,2021-006CW,47505,PAY,+,US,2021-01-24,AFETR,,93.77,97.23,462,456,,,EA,ORB
STARLINK-2319,2021-018D,47790,PAY,+,US,2021-03-11,AFETR,,94.01,53.16,472,470,,,EA,ORB
STARLINK-2334,2021-018F,47792,PAY,+,US,2021-03-11,AFETR,,94.01,53.16,472,470,,,EA,ORB
NINGXIA-1 6,2021-064A,49018,PAY,+,PRC,2021-07-09,TAISC,,102.23,45.00,871,858,,,EA,ORB
GAOFEN-3 02,2021-109A,49495,PAY,+,PRC,2021-11-22,JSC,,99.85,98.41,754,748,,,EA,ORB
STARLINK-3195,2021-115AQ,49762,PAY,+,US,2021-12-02,AFETR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-3607,2022-017AT,51809,PAY,+,US,2022-02-25,AFWTR,,93.90,53.16,466,464,,,EA,ORB
STARLINK-3589,2022-025AT,51997,PAY,+,US,2022-03-09,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-3661,2022-029AT,52129,PAY,+,US,2022-03-19,AFETR,,95.14,53.16,527,524,,,EA,ORB
VIGORIDE-3,2022-057AE,52760,PAY,+,US,2022-05-25,AFETR,,94.24,97.67,487,476,,,EA,ORB
YAOGAN-35 02A,2022-068A,52907,PAY,+,PRC,2022-06-23,XICLF,,94.42,34.99,498,483,,,EA,ORB
STARLINK-4348,2022-077AJ,53075,PAY,+,US,2022-07-11,AFWTR,,93.90,97.28,466,465,,,EA,ORB
STARLINK-4104,2022-083AH,53163,PAY,+,US,2022-07-17,AFETR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-4359,2022-084AP,53226,PAY,+,US,2022-07-22,AFWTR,,93.91,97.28,467,465,,,EA,ORB
STARLINK-4458,2022-105W,53668,PAY,P,US,2022-08-31,AFWTR,,93.69,97.50,456,454,,,EA,ORB
STARLINK-4789,2022-114BC,53868,PAY,+,US,2022-09-19,AFETR,,93.79,53.16,461,459,,,EA,ORB
YUNHAI-1 03,2022-115A,53877,PAY,+,PRC,2022-09-20,JSC,,100.52,98.56,787,780,,,EA,ORB
STARLINK-5037,2022-119L,53896,PAY,+,US,2022-09-24,AFETR,,93.79,53.16,461,459,,,EA,ORB
STARLINK-5120,2022-125U,53982,PAY,+,US,2022-10-05,AFWTR,,94.95,53.16,518,515,,,EA,ORB
STARLINK-5084,2022-177AH,54851,PAY,+,US,2022-12-28,AFETR,,94.27,43.00,484,482,,,EA,ORB
LYNK TOWER 4,2023-001AB,55034,PAY,+,US,2023-01-03,AFETR,,93.85,97.31,468,457,,,EA,ORB
STARLINK-5741,2023-020P,55582,PAY,P,US,2023-02-12,AFETR,,94.27,43.01,484,483,,,EA,ORB
STARLINK-5862,2023-037G,55920,PAY,+,US,2023-03-17,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-5913,2023-037Z,55937,PAY,+,US,2023-03-17,AFWTR,,96.11,70.00,574,570,,,EA,ORB
STARLINK-6119,2023-046AK,56125,PAY,+,US,2023-03-29,AFETR,,94.27,43.00,484,482,,,EA,ORB
PIESAT A,2023-047A,56153,PAY,+,PRC,2023-03-30,TAISC,,95.09,97.50,524,522,,,EA,ORB
PIESAT B,2023-047B,56154,PAY,+,PRC,2023-03-30,TAISC,,95.09,97.50,524,522,,,EA,ORB
PIESAT C,2023-047C,56155,PAY,+,PRC,2023-03-30,TAISC,,95.09,97.50,524,522,,,EA,ORB
PIESAT D,2023-047D,56156,PAY,+,PRC,2023-03-30,TAISC,,95.09,97.50,524,522,,,EA,ORB
HAWK-7B,2023-054R,56193,PAY,+,US,2023-04-15,AFWTR,,94.23,97.26,484,479,,,EA,ORB
STARLINK-6200,2023-083X,56897,PAY,+,US,2023-06-12,AFETR,,94.27,43.00,484,482,,,EA,ORB
BLACKJACK ACES-2,2023-084Z,56955,PAY,+,US,2023-06-12,AFWTR,,94.82,97.63,511,508,,,EA,ORB
OBJECT AD,2023-085AD,57031,PAY,+,PRC,2023-06-15,TAISC,,93.68,97.50,461,449,,,EA,ORB
STARLINK-6211,2023-088M,57059,PAY,P,US,2023-06-22,AFWTR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-5347,2023-090AN,57137,PAY,+,US,2023-06-23,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-5336,2023-090AP,57138,PAY,+,US,2023-06-23,AFETR,,94.27,43.00,484,482,,,EA,ORB
OBJECT H,2023-091H,57173,PAY,+,CIS,2023-06-27,VOSTO,,94.10,97.50,482,468,,,EA,ORB
CUBESX-HSE 3 (RS42S),2023-091N,57178,PAY,+,CIS,2023-06-27,VOSTO,,93.93,97.50,474,459,,,EA,ORB
KUZGTU 1 (RS47S),2023-091AV,57217,PAY,+,CIS,2023-06-27,VOSTO,,94.02,97.50,479,463,,,EA,ORB
OBJECT A,2023-104A,57424,PAY,+,PRC,2023-07-23,TAISC,,93.72,97.26,462,451,,,EA,ORB
STARLINK-30092,2023-107L,57467,PAY,+,US,2023-07-28,AFETR,,94.27,43.01,484,482,,,EA,ORB
STARLINK-30219,2023-113N,57507,PAY,P,US,2023-08-07,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-30296,2023-124J,57671,PAY,+,US,2023-08-22,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-30318,2023-129P,57711,PAY,+,US,2023-08-27,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-30594,2023-161A,58097,PAY,+,US,2023-10-21,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-30816,2023-166N,58162,PAY,+,US,2023-10-29,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-30896,2023-177C,58353,PAY,+,US,2023-11-18,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-30931,2023-180M,58413,PAY,+,US,2023-11-22,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-31055,2023-192J,58539,PAY,+,US,2023-12-08,AFWTR,,93.85,53.16,464,462,,,EA,ORB
ALISIO-1,2023-185M,58562,PAY,+,SPN,2023-12-01,AFWTR,,94.89,97.53,518,508,,,EA,ORB
TIANMU-1 13,2023-205C,58647,PAY,+,PRC,2023-12-25,JSC,,94.28,97.34,489,479,,,EA,ORB
TIANMU-1 20,2023-208B,58661,PAY,+,PRC,2023-12-27,JSC,,93.88,97.45,469,459,,,EA,ORB
TIANMU-1 21,2023-208C,58662,PAY,+,PRC,2023-12-27,JSC,,93.72,97.46,461,452,,,EA,ORB
STARLINK-30972,2024-002S,58721,PAY,+,US,2024-01-03,AFWTR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-31117,2024-011M,58776,PAY,+,US,2024-01-14,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-31314,2024-031C,58967,PAY,+,US,2024-02-15,AFWTR,,93.85,53.16,463,462,,,EA,ORB
STARLINK-31365,2024-031J,58973,PAY,+,US,2024-02-15,AFWTR,,93.85,53.16,464,462,,,EA,ORB
STARLINK-31380,2024-031Q,58979,PAY,+,US,2024-02-15,AFWTR,,93.85,53.16,464,461,,,EA,ORB
STARLINK-31291,2024-041Y,59096,PAY,+,US,2024-02-29,AFETR,,94.27,43.00,484,483,,,EA,ORB
EXO-0,2023-174DK,59175,PAY,+,FR,2023-11-11,AFWTR,,93.75,97.38,463,453,,,EA,ORB
STARLINK-31571,2024-060Q,59362,PAY,+,US,2024-03-31,AFETR,,94.27,43.00,484,482,,,EA,ORB
STARLINK-31401,2024-064V,59417,PAY,+,US,2024-04-05,AFETR,,94.27,43.01,484,482,,,EA,ORB
OBJECT D,2024-085D,59680,PAY,+,PRC,2024-05-07,TAISC,,93.66,97.32,463,444,,,EA,ORB
OBJECT B,2024-092B,59774,PAY,+,CIS,2024-05-16,PLMSC,,94.11,97.66,481,470,,,EA,ORB
OBJECT H,2024-092H,59780,PAY,+,CIS,2024-05-16,PLMSC,,100.57,98.68,794,777,,,EA,ORB
STARLINK-32287,2024-138D,60358,PAY,+,US,2024-08-04,AFWTR,,93.85,53.16,464,462,,,EA,ORB
QIANFAN-7,2024-140G,60385,PAY,P,PRC,2024-08-06,TAISC,,100.85,88.97,808,789,,,EA,ORB
