OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-31314,2024-031C,2026-09-11T10:01:44.222016,15.34389814,.00016766,53.1610,152.2616,87.2570,272.8625,0,U,58967,999,14499,-.66613292E-4,-.2626E-4,0
STARLINK-37826,2026-161Y,2026-09-11T15:56:03.488064,15.34399403,.00005477,53.1626,39.0322,350.8830,9.2163,0,U,100050,999,925,.70221188E-3,.23423E-3,0
