OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
HAWK-7B,2023-054R,2026-09-11T15:10:41.186496,15.28145090,.00038065,97.2581,138.0488,95.8411,264.3262,0,U,56193,999,19022,.15974725E-3,.4311E-4,0
STARLINK-36454,2026-008AB,2026-09-11T07:36:59.702688,15.27589432,.00009732,42.9992,236.6999,271.2828,88.7912,0,U,67470,999,3796,.36184531E-3,.9711E-4,0
