OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-5347,2023-090AN,2026-09-11T11:50:30.420096,15.27574705,.00020556,43.0046,293.6836,317.4669,42.6023,0,U,57137,999,17877,.17031212E-4,.206E-5,0
TIANMU-1 13,2023-205C,2026-09-11T13:08:54.825792,15.27409622,.00071341,97.3448,274.8038,38.9870,321.1883,0,U,58647,999,15068,.15216847E-3,.4011E-4,0
