OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
CYGNUS NG-24,2026-079A,2026-09-11T10:24:35.540352,15.49078931,.00049846,51.6304,233.2363,128.7251,231.4183,0,U,68689,999,58617,.98257192E-4,.4981E-4,0
SOYUZ-MS 29,2026-162A,2026-09-11T10:24:35.548128,15.49078602,.00049708,51.6304,233.2363,128.6077,231.5357,0,U,100057,999,58625,.95622454E-4,.4836E-4,0
