OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
FASTSAT-HSV01 (USA 220),2010-062D,2026-09-11T11:39:16.818912,14.82211562,.00178679,71.9737,327.7736,320.4877,39.4984,0,U,37225,999,12691,.44339463E-4,.296E-5,0
KUIPER-00131,2026-072A,2026-09-11T04:33:53.437248,14.79929454,.00008262,51.9006,175.3470,79.9055,280.2001,0,U,68573,999,2385,.18623836E-4,-.79E-6,0
