OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
HAWK-2A,2021-006CW,2026-09-11T14:02:34.833696,15.35639749,.00045589,97.2243,297.9228,248.0942,111.9818,0,U,47505,999,31275,.13713608E-3,.4674E-4,0
STARLINK-4789,2022-114BC,2026-09-11T02:19:18.161472,15.35405053,.00010794,53.1594,137.7943,76.8862,283.2261,0,U,53868,999,22157,-.78877292E-4,-.3131E-4,0
