OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-5037,2022-119L,2026-09-11T07:42:46.397376,15.35402936,.00015035,53.1610,207.0296,81.3150,278.8024,0,U,53896,999,21975,.2390945E-5,-.297E-5,0
OBJECT A,2023-104A,2026-09-11T14:16:18.046848,15.36519415,.00077829,97.2631,321.7062,154.3287,205.8345,0,U,57424,999,17530,.24516412E-3,.8666E-4,0
