OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-31055,2023-192J,2026-09-11T07:48:18.995040,15.34387536,.0001193,53.1599,276.4669,93.3085,266.8054,0,U,58539,999,15446,.57440856E-4,.1564E-4,0
STARLINK-38245,2026-184V,2026-09-11T15:22:59.346624,15.37099039,.00011553,97.2838,119.8999,94.1112,266.0264,0,U,100320,999,600,-.451034E-2,-.160249E-2,0
