OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
FLOCK 4BE-27,2024-149AX,2026-09-11T04:06:07.509600,15.35780178,.0003931,97.3784,336.1221,19.6272,340.5122,0,U,60513,999,11533,.22518E-3,.7758E-4,0
STARLINK-32259,2024-155P,2026-09-11T15:03:20.320128,15.34387825,.00012886,53.1620,343.5352,100.9359,259.1788,0,U,60937,999,11484,.10346206E-3,.312E-4,0
