OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-31365,2024-031J,2026-09-11T10:50:04.412544,15.34413047,.00017895,53.1590,151.7543,88.8708,271.2500,0,U,58973,999,14500,-.12931275E-3,-.4745E-4,0
STARLINK-38288,2026-184Q,2026-09-11T14:25:44.483520,15.47197193,.0001939,97.2827,119.8002,97.2983,262.8488,0,U,100315,999,599,-.22545349E-1,-.1040595E-1,0
