OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-30318,2023-129P,2026-09-11T02:38:46.542624,15.27574182,.00014008,43.0038,150.4483,270.3820,89.6871,0,U,57711,999,16890,.9148549E-5,-.1E-6,0
KUIPER-00516,2026-140H,2026-09-11T11:19:53.216544,15.27246581,.00077151,51.8813,341.8336,191.8369,168.2434,0,U,69599,999,1450,-.112616E-1,-.293885E-2,0
