OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
TIANQI-39,2026-010C,2026-09-11T09:30:31.865760,13.99234783,.00131821,44.9799,54.0627,38.7756,321.4020,0,U,67478,999,3352,.83167637E-4,-.7E-7,0
FENGYUN 1C DEB,1999-025ERG,2026-08-31T12:10:01.086528,14.03807553,.00564812,99.2924,146.2234,340.8724,19.0320,0,U,38159,999,86784,.37317591E-3,.549E-5,0
