OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-31401,2024-064V,2026-09-11T13:41:13.097472,15.27575971,.00014273,43.0047,79.5043,277.8939,82.1751,0,U,59417,999,13748,.7117184E-5,-.66E-6,0
TRANSPORTER-14 OBJECT E,2025-135E,2026-09-10T13:55:07.362048,15.27806919,.0003542,97.4814,9.9483,208.6499,151.4546,0,U,64532,999,6795,.3172E-3,.8541E-4,0
