OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-2319,2021-018D,2026-09-10T17:13:09.380352,15.31705350,.0001165,53.1599,75.6194,74.0737,286.0392,0,U,47790,999,30545,.15025E-4,.101E-5,0
GUOWANG TEST OBJECT B,2026-120B,2026-09-11T15:01:18.552288,15.32744428,.00091696,54.9991,359.5695,153.0369,207.1134,0,U,69321,999,1598,.31440573E-3,.9727E-4,0
