OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
JY1SAT (JO-97),2018-099AX,2026-09-11T09:47:57.496704,15.36201432,.00042725,97.4049,317.6608,336.0420,24.0624,0,U,43803,999,42685,.37319233E-3,.13095E-3,0
STARLINK-4104,2022-083AH,2026-09-11T09:51:29.816064,15.34394219,.00013988,53.1614,46.0976,71.3121,288.8033,0,U,53163,999,22945,-.77387183E-4,-.299E-4,0
