OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-4789,2022-114BC,2026-09-11T02:19:18.161472,15.35405053,.00010794,53.1594,137.7943,76.8862,283.2261,0,U,53868,999,22157,-.78877292E-4,-.3131E-4,0
STARLINK-38097,2026-171R,2026-09-11T14:04:42.376512,15.39756728,.00049766,97.2840,287.2118,42.9321,317.2313,0,U,100163,999,753,-.11690464E-1,-.437235E-2,0
