OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
ICEYE-X77,2026-156Z,2026-09-11T04:49:54.030720,14.92049054,.00060416,97.7454,153.5717,305.7999,54.2658,0,U,69892,999,982,.12790384E-3,.1242E-4,0
POSIDONIA,2026-156BF,2026-09-11T04:49:28.853760,14.91988000,.00062773,97.7443,153.5622,303.6102,56.4518,0,U,69922,999,982,.49334581E-4,.444E-5,0
