OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-36084,2025-280J,2026-09-11T07:46:18.575040,14.98334032,.00034477,69.9997,226.3415,264.8375,95.2390,0,U,66829,999,4388,.28256221E-3,.328E-4,0
FENGYUN 1C DEB,1999-025ZB,2026-09-11T05:12:27.618912,14.98011664,.0013267,102.6082,159.6913,27.6559,124.8108,0,U,30290,999,1926,.31196393E-2,.37006E-3,0
