OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-36965,2026-099L,2026-09-11T01:17:10.829184,15.34410489,.00011374,53.1571,120.0016,96.5213,263.5919,0,U,68961,999,2045,.53332142E-3,.17691E-3,0
STARLINK-37917,2026-161G,2026-09-11T13:33:47.244960,15.34401556,.00010837,53.1596,39.1428,101.3647,258.7477,0,U,100034,999,924,.51117465E-3,.16935E-3,0
