OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
PELICAN-6,2025-276AP,2026-09-11T14:00:03.000384,15.34800516,.00019722,97.3343,329.2757,112.0932,177.7111,0,U,66703,999,545,.28935637E-2,.98704E-3,0
STARLINK-36890,2026-054AC,2026-09-11T04:01:42.924288,15.34428537,.00009776,53.1579,153.6431,77.0955,283.0156,0,U,68258,999,2741,.71636528E-3,.23926E-3,0
