OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
IRIDIUM 170,2019-002J,2026-09-11T14:52:56.540640,14.72254990,.00024839,86.6107,317.4212,95.0410,265.1091,0,U,43930,999,41197,.69874732E-4,.465E-5,0
FENGYUN 1C DEB,1999-025WR,2026-09-11T12:53:16.220256,14.65551218,.01304768,98.6689,114.8296,223.1639,200.0652,0,U,30232,999,3742,.27935839E-3,.1655E-4,0
