OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
OBJECT A,2023-104A,2026-09-11T14:16:18.046848,15.36519415,.00077829,97.2631,321.7062,154.3287,205.8345,0,U,57424,999,17530,.24516412E-3,.8666E-4,0
STARLINK-30816,2023-166N,2026-09-11T12:52:36.447744,15.34382658,.00011418,53.1616,75.6413,93.5648,266.5485,0,U,58162,999,16164,.1053591E-3,.3183E-4,0
