OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
LYNK TOWER 4,2023-001AB,2026-09-11T14:43:10.194816,15.34459780,.00084796,97.3110,312.7367,157.7892,202.3720,0,U,55034,999,20507,.17668902E-3,.5824E-4,0
STARLINK-36772,2026-026A,2026-09-11T02:08:53.058336,15.33464316,.00008884,97.2840,305.9826,102.4064,257.7278,0,U,67721,999,3253,.69172291E-3,.22336E-3,0
