OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
OBJECT BE,2024-199BE,2026-09-11T13:41:55.000608,15.37820900,.00128741,97.2860,122.8951,4.4062,355.7294,0,U,61787,999,15036,.20939471E-3,.7721E-4,0
STARLINK-34250,2025-139AC,2026-09-11T12:51:37.478016,15.34406659,.00011607,53.1610,339.8522,97.2478,262.8657,0,U,64690,999,6879,.49098478E-3,.16252E-3,0
