OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-2334,2021-018F,2026-09-11T00:17:26.920896,15.31724496,.00013328,53.1595,96.7040,82.2442,277.8711,0,U,47792,999,30516,.11929929E-3,.3341E-4,0
OBJECT J,2025-155J,2026-09-11T14:40:11.940384,15.30822596,.00063925,97.4668,223.5009,205.2905,154.8024,0,U,64884,999,9397,.24706658E-3,.7285E-4,0
