OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
YAOGAN-35 02A,2022-068A,2026-09-11T12:03:41.020704,15.25110354,.00106403,34.9930,314.2890,144.3016,215.8413,0,U,52907,999,23507,.20678646E-3,.528E-4,0
STARLINK-35697,2025-265Z,2026-09-11T12:15:39.513600,15.27591391,.0001562,42.9995,308.4006,273.9555,86.1118,0,U,66539,999,4553,.36100135E-3,.9688E-4,0
