OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-5862,2023-037G,2026-09-11T04:54:15.725952,14.98329458,.000286,69.9992,176.9045,270.7279,89.3552,0,U,55920,999,19176,-.2603341E-5,-.124E-5,0
CENTAURI-7,2025-009DD,2026-09-10T18:13:37.857216,14.98270715,.000075,97.7036,332.9524,122.3633,237.7662,0,U,62708,999,9027,.23833E-3,.2775E-4,0
