OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
STARLINK-3589,2022-025AT,2026-09-11T00:01:20.168832,15.34384231,.00012922,53.1585,253.8751,86.1254,273.9896,0,U,51997,999,24906,.52624544E-4,.1401E-4,0
TIANMU-1 20,2023-208B,2026-09-11T14:17:51.694944,15.33949013,.00072642,97.4520,12.1701,26.7244,333.4371,0,U,58661,999,15066,.19731075E-3,.6403E-4,0
