OBJECT_NAME,OBJECT_ID,EPOCH,MEAN_MOTION,ECCENTRICITY,INCLINATION,RA_OF_ASC_NODE,ARG_OF_PERICENTER,MEAN_ANOMALY,EPHEMERIS_TYPE,CLASSIFICATION_TYPE,NORAD_CAT_ID,ELEMENT_SET_NO,REV_AT_EPOCH,BSTAR,MEAN_MOTION_DOT,MEAN_MOTION_DDOT
QUBE,2024-149J,2026-09-11T11:13:48.011520,15.51277977,.00010468,97.3760,342.7993,239.4963,120.6186,0,U,60476,999,11582,.47858712E-3,.28022E-3,0
RASSVET-3 32,2026-165R,2026-09-11T06:32:06.913536,15.51507274,.00011892,82.2997,171.3309,218.6621,141.4546,0,U,100098,999,843,.25208942E-3,.14941E-3,0
